,popularity,vote_count,original_language,title,vote_average,overview,release_date
6248,14.234,22,en,Pleasure,6.7,20-year-old Bella Cherry leaves her small town in Sweden for Los Angeles with the aim to become the world's next big porn star but the road to her goal turns out to be bumpier than she imagined.,2021-10-08
6249,14.231,1239,ja,The Tale of The Princess Kaguya,8.1,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate, the punishment for her crime.",2013-11-23
6250,14.231,127,en,For Whom the Bell Tolls,6.7,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan—who has joined up on the side that appeals most to idealists of that era—has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a crucial bridge in order to halt the enemy's progress,1943-07-12
6251,14.231,459,en,Grumpy Old Men,6.6,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks.",1993-12-25
6252,14.23,579,en,Snow Dogs,5.7,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",2002-01-18
6253,14.229,1386,en,Papillon,7.9,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",1973-12-13
6254,14.228,213,en,Half Light,6.0,"Rachel Carson, a best-selling crime novelist, is devastated and filled with guilt over the accidental death of her son. Hoping that a change of scenery will help alleviate her suffering, she leaves her home in the city and moves into a vacant country house owned by a friend and begins a relationship with charming local Angus. But, just as her life is taking a turn for the better, Rachel realizes she's being romanced by a ghost, leading her to doubt her own sanity.",2006-01-17
6255,14.227,63,en,Judy Moody and the Not Bummer Summer,5.9,Third-grader Judy Moody sets out to have the most thrilling summer of her life.,2011-06-10
6256,10.157,67,en,Ploey: You Never Fly Alone,6.2,"A plover chick has not learned to fly when his family migrates in the fall. He must survive the arctic winter, vicious enemies and himself in order to be reunited with his beloved one next spring.",2018-04-12
6257,14.226,111,ja,Detective Conan: Captured in Her Eyes,7.2,"Police officers around Tokyo are being murdered by an unknown assailant. When Ran witnesses an attempt on the life of one of her friends in the police, she loses her memory. Now, Conan and Inspector Megure must find the murderer while Ran attempts to regain her lost memories.",2000-04-22
6258,14.224,1008,en,James and the Giant Peach,6.5,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",1996-04-12
6259,14.223,172,en,Kung Fu Panda: Secrets of the Masters,6.3,"Po and the Furious Five uncover the legend of three of kung fu's greatest heroes: Master Thundering Rhino, Master Storming Ox, and Master Croc.",2011-12-12
6260,14.222,210,it,The Decameron,7.0,"A young Sicilian is swindled twice, but ends up rich; a man poses as a deaf-mute in a convent of curious nuns; a woman must hide her lover when her husband comes home early; a scoundrel fools a priest on his deathbed; three brothers take revenge on their sister's lover; a young girl sleeps on the roof to meet her boyfriend at night; a group of painters wait for inspiration; a crafty priest attempts to seduce his friend's wife; and two friends make a pact to find out what happens after death.",1971-08-25
6261,16.48,15,en,Playing God,6.2,"A brother and sister con-artist duo find themselves scamming a grieving billionaire by convincing him they can introduce him to God, face-to-face.",2021-08-06
6262,14.219,1910,en,Anna Karenina,6.7,"Trapped in a loveless marriage, aristocrat Anna Karenina enters into a life-changing affair with the affluent Count Vronsky.",2012-09-06
6263,14.219,481,en,Black Christmas,7.0,"During their Christmas break, a group of sorority girls are stalked by a stranger.",1974-10-11
6264,14.218,695,en,Pawn Sacrifice,6.7,American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky.,2015-09-16
6265,14.218,1979,en,Flightplan,6.4,"Flying at 40,000 feet in a state-of-the art aircraft that she helped design, Kyle Pratt's 6-year-old daughter Julia vanishes without a trace. Or did she? No one on the plane believes Julia was ever onboard. And now Kyle, desperate and alone, can only count on her own wits to unravel the mystery and save her daughter.",2005-09-22
6266,15.383,0,pt,Bastidores Das Filmagens De Um Pornô,0.0,,1992-04-23
6267,14.217,1093,en,The Frighteners,6.9,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",1996-07-18
6268,11.414,347,en,Dangerous Lies,6.4,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.",2020-05-30
6269,14.212,8,en,Adventures of Bailey: The Lost Puppy,5.7,"Bailey, an adorable Golden Retriever puppy, is moving! On the road trip to their new home, his family makes a stop and mistakenly leaves Bailey behind. This mischievous and playful pup sets out to find his family and stumbles across ""Sharkarosa,"" an exotic wildlife ranch. At the ranch, Bailey meets and is befriended by an assortment of animals, including kangaroos, camels, a bearcat, a baby tiger, and ""Puck,"" the sheepdog entrusted with running ""Sharkarosa."" Will Bailey ever see his family again? Or will he be left to work at the ranch until the ""Cows Come Home?""",2011-08-30
6270,11.395,109,en,A Kid Like Jake,6.2,"On the eve of the admissions cycle for New York City kindergartens, Alex and Greg Wheeler have high hopes for four-year-old Jake. The director of Jake's preschool encourages them to accentuate Jake's gender expansive behavior to help him stand out. As Alex and Greg navigate their roles as parents, a rift grows between them, one that forces them to confront their own concerns about what's best for Jake, and each other.",2018-06-01
6271,14.21,276,hi,Kal Ho Naa Ho,7.5,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",2003-11-27
6272,14.207,1516,en,Hunt for the Wilderpeople,7.7,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",2016-03-31
6273,14.206,191,ko,The Witch: Part 1. The Subversion,7.5,"Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",2018-06-27
6274,14.206,429,en,The Secret Garden,6.4,"Mary Lennox is born in India to wealthy British parents who never wanted her. When her parents suddenly die, she is sent back to England to live with her uncle. She meets her sickly cousin, and the two children find a wondrous secret garden lost in the grounds of Misselthwaite Manor.",2020-07-08
6275,14.205,179,en,The Order,5.0,"When Rudy, an artifacts smuggler, goes to Jerusalem to rescue his kidnapped archeologist father, he faces deportation by a scheming police chief. Now, to find his dad and recover a sacred scroll, he'll have to outwit officials and a ruthless sect. With the help of a beautiful Israeli cop, Rudy battles a faction of religious zealots determined to see a holy war at all costs.",2001-05-05
6276,14.201,751,en,Ice Princess,6.4,"With the help of her coach, her mom, and the boy who drives the Zamboni machine, nothing can stop Casey from realizing her dream to be a champion figure skater.",2005-03-17
6277,14.199,546,en,The Fog,4.4,"Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",2005-10-14
6278,9.098,1,nl,Bon Bini Holland 3,2.0,,2021-12-09
6279,14.197,114,fr,Murmur of the Heart,7.1,"This loosely plotted coming-of-age tale follows the life of 15-year-old Laurent Chevalier as he stumbles his way over the burgeoning swell of adolescence in 1950s France. After having his first sexual experience with a prostitute and dodging the lips of a priest, Chevalier contracts a case of scarlet fever. When the fever leaves him with a heart murmur, Chevalier is placed in a sanatorium, along with his over-attentive and adulterous mother.",1971-04-27
6280,14.196,381,en,Ken Park,5.9,"Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",2002-08-31
6281,14.193,254,en,This Beautiful Fantastic,7.2,"A young woman who dreams of being a children's author makes an unlikely friendship with a cantankerous, rich old widower.",2016-10-20
6282,14.192,384,de,Stalingrad,7.3,"""Stalingrad"" follows the progress of a German Platoon through the brutal fighting of the Battle of Stalingrad. After having half their number wiped out and after being placed under the command of a sadistic Captain, the Lieutenant of the platoon leads his men to desert. The men of the platoon attempt to escape from the city which is now surrounded by the Soviet Army.",1993-01-21
6283,14.189,1772,en,Starsky & Hutch,5.8,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",2004-03-05
6284,11.65,103,es,All the Freckles in the World,6.0,"Teen comedy set in the school-year of 1994. José is the new kid on high-school, falling immediately for the popular and freckled Christina. Trying to impress her, he's going to unsuccessfully join the soccer try-outs. Is he shooting way out of his league?",2019-09-27
6285,14.187,1842,en,Lost Highway,7.6,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.",1997-01-15
6286,14.186,779,en,The 33,6.3,"Based on a true story about the collapse at the mine in San Jose, Chile that left 33 miners isolated underground for 69 days.",2015-08-06
6287,14.186,115,ja,Lupin the Third vs. Detective Conan: The Movie,6.8,"Conan Edogawa sets out to apprehend Lupin the Third, the suspect of stealing a jewel called Cherry Sapphire. (A sequel to the TV special Lupin the Third vs. Detective Conan, 2009.)",2013-12-07
6288,14.186,346,en,Partysaurus Rex,7.2,"When Rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.",2012-09-14
6289,12.804,1,en,Death She Wrote,2.0,A famous author hires a personal assistant to work out of her home but doesn't realize that the woman is actually a deranged fan who plans on taking over her whole life.,2021-08-06
6290,14.178,227,en,Unaccompanied Minors,6.0,Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.,2006-12-08
6291,12.411,0,en,Mission: Impossible 8,0.0,,2023-07-05
6292,14.176,1987,fr,The Bélier Family,6.9,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.",2014-12-17
6293,14.176,128,en,El Gringo,6.0,"A man crossing into Mexico with a satchel of $2,000,000—and a bloody past—finds himself under sudden attack in the sleepy town of El Fronteras.",2012-05-10
6294,14.172,32,ja,Dragon Ball: Goku's Traffic Safety,6.8,"An educational film featuring characters from ""Dragon Ball"". Roshi and Krillin are on their way to Bulma's birthday party, and they see a boy run into the street, nearly getting run over. Launch, as a traffic officer, teaches him about traffic safety. Meanwhile, Goku, who is also on his way to Bulma's party, gets a traffic lesson of his own from Suno after running through traffic to see her.",1988-06-01
6295,14.171,790,en,The Covenant,5.5,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,2006-09-08
6296,14.17,329,en,The Town that Dreaded Sundown,5.8,A masked maniac terrorizes the same small community where a murderer known as the Phantom Killer struck decades earlier.,2014-10-16
6297,14.168,335,en,Survival of the Dead,4.9,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",2010-05-06
6298,18.269,20,en,Dune Drifter,4.0,"When the trainee pilot and her mortally wounded gunner are shot down, they crash land on a nearby planet. An enemy craft offers the chance of spare parts to fix her ship, but then she spots another survivor - an enemy alien soldier with no intention of letting her escape.",2020-10-24
6299,14.165,680,en,The Legend of Bagger Vance,6.5,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",2000-11-02
6300,14.164,1013,en,Cool Hand Luke,7.8,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",1967-06-22
6301,14.161,529,en,Fear,6.3,A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,1996-04-12
6302,11.687,59,en,Creating The Queen's Gambit,7.9,"A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life.",2020-10-10
6303,19.823,17,en,Last Moment of Clarity,5.5,"A normal New Yorker's life is upended when his girlfriend is murdered by the Bulgarian mob. He flees to Paris to hide from her killers. But three years later, he sees a similar looking woman on the silver screen. Obsession with past love takes Sam to Los Angeles to look for answers, only to put him back into the sights of the Bulgarians. An updated Hitchcockian thriller in the vein of Vertigo and Rear Window",2020-10-29
6304,14.159,1966,en,Loving Vincent,8.1,"The film brings the paintings of Vincent van Gogh to life to tell his remarkable story. Every one of the 65,000 frames of the film is an oil-painting hand-painted by 125 professional oil-painters who travelled from all across the world to the Loving Vincent studios in Poland and Greece to be a part of the production. As remarkable as Vincent’s brilliant paintings are his passionate and ill-fated life and mysterious death.",2017-06-22
6305,14.159,1294,en,Miami Vice,5.9,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",2006-07-27
6306,14.158,241,en,Sharknado 5: Global Swarming,4.9,Fin and his wife April travel around the world to save their young son who's trapped inside a sharknado.,2017-08-06
6307,14.157,3485,en,Steve Jobs,6.8,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",2015-10-09
6308,14.157,1641,en,What If,6.7,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",2013-09-07
6309,9.834,1,ru,Чиновник,2.0,"Andrey, the owner of a construction company, has to turn to an official he knows for help in order to win a government tender and avoid bankruptcy. Everything is ready to meet the ""dear"" guest, but as soon as he crosses the threshold, everything goes awry from the very first minute.",2021-12-09
6310,14.156,126,en,Wild Things 2,5.1,"Two Florida high school vixens hatch a murderous plan to win an inheritance, but they hadn't bargained for an escalating whirlpool of blackmail and sexual games with a sleazy insurance investigator who has his own plans for the money.",2004-02-19
6311,14.155,1573,en,Traffic,7.1,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",2000-03-23
6312,14.155,602,en,A Grand Day Out,7.5,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.",1990-05-18
6313,14.154,1739,en,Richard Jewell,7.5,"Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.",2019-12-13
6314,14.148,1649,en,Punch-Drunk Love,7.1,A socially awkward and volatile small business owner meets the love of his life after being threatened by a gang of scammers.,2002-10-25
6315,14.147,228,fr,Sahara,5.8,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,2017-02-01
6316,14.145,928,fr,Taxi 4,5.6,"Before being extradited to Africa to stand trial, a notorious Belgian criminal is entrusted to the Marseilles police department for less than 24 hours. But the wily crook convinces bumbling policeman Emilien he's a lowly Belgian embassy employee who got railroaded by the brilliant master criminal.",2007-02-10
6317,14.144,137,ja,Detective Conan: The Fourteenth Target,7.0,"A mysterious attacker has appeared and is assaulting people whose names contain a number from the standard deck of cards in descending order. When Conan Edogawa points out that all the victims are related to the now famous detective Kogorou Mouri, suspicion immediately falls upon the recently released convict Jou Murakami, as Kogorou was the one responsible for his arrest ten years prior. With potential victims still at risk, Conan and the police are determined to catch the culprit. As the case gradually unfolds, both Conan and his friend Ran Mouri learn more about her parents' separation and the truth on what transpired a decade ago.",1998-04-19
6318,14.143,1699,en,Wayne's World,6.7,"The adventures of two amiably aimless metal-head friends, Wayne and Garth. From Wayne's basement, the pair broadcast a talk-show called ""Wayne's World"" on local public access television. The show comes to the attention of a sleazy network executive who wants to produce a big-budget version of ""Wayne's World""—and he also wants Wayne's girlfriend, a rock singer named Cassandra. Wayne and Garth have to battle the executive not only to save their show, but also Cassandra.",1992-02-14
6319,9.048,0,ru,"Здравствуй, Дедушка Мороз!",0.0,"A Moscow journalist is sent to prepare a report on the work of Santa Claus on New Year's Eve. Dressed in the suit and beard of the main New Year's wizard, he gets home to the boy Sasha, to whom he promises to fulfill his desire - to return his dad.",2021-12-09
6320,14.139,1378,en,The Way Way Back,7.1,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.",2013-06-06
6321,14.138,661,en,Prime,5.9,"A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst.",2005-09-21
6322,14.136,111,en,In Dubious Battle,5.9,"In the California apple country, 900 migratory workers rise 'in dubious battle' against the landowners. The group takes on a life of its own—stronger than its individual members, and more frightening. Led by the doomed Jim Nolan, the strike is founded on his tragic idealism—'courage, never submit, or yield'.",2017-02-17
6323,14.136,337,en,Maximum Risk,5.6,"Alain Moreau's investigation into the death of his identical twin brother leads him from the beauty of the south of France to the mean streets of New York City and into the arms of his brother's beautiful girlfriend. Pursued by ruthless Russian mobsters and renegade FBI agents, the duo race against time to solve his brother's murder and expose an international conspiracy.",1996-09-13
6324,14.134,860,en,The Grudge,5.6,"After a young mother murders her family in her own house, a detective attempts to investigate the mysterious case, only to discover that the house is cursed by a vengeful ghost. Now targeted by the demonic spirits, the detective must do anything to protect herself and her family from harm.",2020-01-01
6325,14.134,1833,en,Deep Blue Sea,5.9,"Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives.",1999-07-28
6326,14.132,751,sv,A Man Called Ove,7.6,"Despite being deposed as president of his condominium association, grumpy 59-year-old Ove continues to watch over his neighbourhood with an iron fist. When pregnant Parvaneh and her family move into the terraced house opposite Ove and she accidentally back into Ove’s mailbox, it sets off a series of unexpected changes in his life.",2015-12-25
6327,14.131,405,en,Kursk,6.7,"Barents Sea, August 12th, 2000. During a Russian naval exercise, and after suffering a serious accident, the K-141 Kursk submarine sinks with 118 crew members on board. While the few sailors who are still alive barely manage to survive, their families push for accurate information and a British officer struggles to obtain from the Russian government a permit to attempt a rescue before it is late. But general incompetence are against all their efforts.",2018-11-07
6328,14.129,205,en,Spielberg,7.5,"A documentary on the life and career of one of the most influential film directors of all time, Steven Spielberg.",2017-10-05
6329,14.129,395,en,Kill Me Three Times,5.6,"While on a seemingly routine job, a jaded hit man discovers that he's not the only one with his target in the crosshairs.",2015-04-10
6330,14.128,76,en,Wendy,6.1,"A re-imagining of ""Peter Pan"" from the point of view of Wendy Darling, who finds herself lost on a mysterious island where aging and time have come unglued. She must fight to save her family, her freedom and the joyous spirit of youth.",2020-02-28
6331,18.061,12,en,Audible,6.3,Football player Amaree McKenstry-Hall and his Maryland School for the Deaf teammates attempt to defend their winning streak while coming to terms with the tragic loss of a close friend.,2021-04-29
6332,14.126,1763,en,Beverly Hills Cop II,6.4,"Axel heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin—and the chase is on.",1987-05-18
6333,14.124,415,en,The Final Countdown,6.6,"During routine manoeuvres near Hawaii in 1980, the aircraft-carrier USS Nimitz is caught in a strange vortex-like storm, throwing the ship back in time to 1941—mere hours before the Japanese attack on Pearl Harbor.",1980-01-31
6334,14.123,1703,en,Æon Flux,5.6,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",2005-11-30
6335,14.117,1614,en,Primer,6.9,"Friends and fledgling entrepreneurs invent a device in their garage which reduces the apparent mass of any object placed inside it, but they discover that it has some highly unexpected capabilities - ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next.",2004-10-08
6336,14.116,1118,en,Winter's Tale,6.3,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",2014-02-13
6337,14.115,690,en,A Walk in the Clouds,7.2,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,1995-08-11
6338,14.111,1368,en,"Planes, Trains and Automobiles",7.2,"An irritable marketing executive, Neal Page, is heading home to Chicago for Thanksgiving when a number of delays force him to travel with a well meaning but overbearing shower ring curtain salesman, Del Griffith.",1987-11-26
6339,14.106,509,en,The Darkness,4.8,A family returns from a Grand Canyon vacation with a supernatural presence in tow.,2016-05-13
6340,14.106,357,en,Sleepwalkers,5.9,"Charles Brady and his mother, Mary, are the last of a dying breed whose needs are not of this world.  They are Sleepwalkers - able to stay alive only by feeding on the life-force of the innocent, but destined to roam the earth, avoiding discovery while searching for their next victim.  That search takes them to the sleepy little town of Travis, Indiana, where beautiful teenager Tanya Robertson is about to become an unwilling pawn in their nightmarish fight for survival.",1992-04-10
6341,14.105,1757,en,This Is 40,5.8,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",2012-12-20
6342,14.104,2547,en,T2 Trainspotting,7.0,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",2017-01-27
6343,14.101,197,en,Playmobil: The Movie,5.7,Marla is forced to abandon her carefully structured life to embark on an epic journey to find her younger brother Charlie who has disappeared into the vast and wondrous animated world of Playmobil toys.,2019-06-10
6344,14.1,565,en,Waiting...,6.3,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",2005-10-07
6345,14.099,2881,cn,Ip Man,7.7,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",2008-12-12
6346,14.098,263,en,Half Past Dead,5.2,"A man goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there, he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.",2002-11-15
6347,14.097,1055,en,The Best Exotic Marigold Hotel,7.0,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",2011-11-28
6348,14.097,98,en,Prep & Landing,6.9,"Wayne gets a new rookie partner, Lanny, after his previous partner got the promotion he wanted. Lanny has to remind Wayne of the Spirit of Christmas and the importance of being an elf in Santa's Prep and Landing elite unit.",2009-12-24
6349,14.093,5136,en,Ad Astra,6.1,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.",2019-09-17
6350,12.127,99,en,Alone,6.1,"When an outbreak hits, Aidan barricades himself inside his apartment and starts rationing food. His complex is overrun by infected Screamers, and with the world falling apart into chaos, he is left completely alone fighting for his life.",2020-10-16
6351,14.09,30,en,Piranha Sharks,7.0,"Great white sharks bio-engineered to be the size of piranhas with the purpose of living in rich peoples exotic aquariums, terrorize New York City when they get into the water supply and do what great white sharks do best.",2014-05-08
6352,14.089,48,es,A Christmas Tale,6.6,"Cubelles, Tarragona, Spain, Christmas 1985. Five friends make an unexpected discovery in the forest: a woman disguised as Santa Claus trapped in a deep hole dug in the middle of nowhere.",2005-10-27
6353,14.089,2,cn,Raped by an Angel 2: The Uniform Fan,5.5,A dentist obsessed with young women in various uniforms stalks two sisters. The oldest sister is romantically pursued by a thug that was just released from prison. The dentist also has the hots for her and the two paths eventually cross,1998-03-06
6354,14.089,811,en,Titan A.E.,6.6,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.",2000-06-16
6355,14.085,733,en,Batman: Mask of the Phantasm,7.5,"When a powerful criminal, who is connected to Bruce Wayne's ex-girlfriend, blames the Dark Knight for killing a crime lord, Batman decides to fight against him.",1993-12-25
6356,14.084,347,en,My Girl 2,5.8,"Vada Sultenfuss has a holiday coming up, and an assignment: to do and essay on someone she admires and has never met. She decides she wants to do an assignment on her mother, but quickly realises she knows very little about her. She manages to get her father to agree to let her go to LA to stay with her Uncle Phil and do some research on her mother.",1994-02-11
6357,14.628,202,en,Rust Creek,6.4,"When an overachieving college senior makes a wrong turn, her road trip becomes a life-changing fight for survival in rural Kentucky.",2019-01-04
6358,13.23,76,en,The Djinn,6.2,A mute boy is trapped in his apartment with a sinister monster when he makes a wish to fulfill his heart’s greatest desire.,2021-05-14
6359,14.077,358,en,Stargate: Continuum,7.1,Ba'al travels back in time and prevents the Stargate program from being started. SG-1 must somehow restore history.,2008-07-29
6360,14.076,372,cn,Operation Condor,7.4,"Hired by a Spanish baron, Hong Kong treasure hunter Jackie, a.k.a. ""Asian Hawk"" and his entourage seek WWII Nazi gold buried in the Sahara Desert.",1991-02-07
6361,14.917,124,pt,Double Dad,6.8,"While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is.",2021-01-15
6362,14.075,17,ja,Aura: Koga Maryuin's Last War,5.3,"Satou Ichirou once called himself 'Maryuuin Kouga' and behaved as if he were a hero in a fantasy world. His strange behavior caused his classmates to bully him and he left the school. At his new school, he tries to behave like a normal boy, but one day he meets a girl who cosplays with a blue cape. She calls herself ""a researcher traveling from the outer world to search for the 'Dragon Terminal'"". At first, Ichirou rejects the girl, Satou Ryouko, because her behavior reminds him of his embarrassing past, but he changes his mind after seeing her getting bullied. In order to bring Ryouko back to real life, Ichirou accepts her and his past and begins the final battle as Maryuuin Kouga.",2013-04-13
6363,14.073,96,ja,Detective Conan: Magician of the Silver Sky,6.8,"Once again, Kaitou Kid crosses swords with Conan Edogawa in this annual installment of the Detective Conan movie franchise. After receiving a letter from the thief, famous actress Juri Maki seeks the help of private detective Kogorou Mouri to protect the Star Sapphire—the ""Jewel of Destiny,"" said to represent faith, fate, and hope.",2004-04-17
6364,14.072,290,en,The NeverEnding Story III,4.4,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,1994-10-26
